id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
133655	"raats m. m., 1992, food quality and preference, v3, p89, doi 10.1016/0950-3293(91)90028-d"	-0.5439	0.1497	1	275	1771	131
133832	"radosavljevic a, 2014, j biogeogr, v41, p629, doi 10.1111/jbi.12227"	-0.6449	-0.3197	1	299	10008	575
133861	"raes n, 2007, ecography, v30, p727, doi 10.1111/j.2007.0906-7590.05041.x"	0.0886	0.1599	2	288	2371	142
134851	"randin cf, 2006, j biogeogr, v33, p1689, doi 10.1111/j.1365-2699.2006.01466.x"	0.8448	0.2182	2	265	1926	93
135501	"raxworthy cj, 2003, nature, v426, p837, doi 10.1038/nature02205"	1.1009	-0.2747	2	254	1771	102
135730	"rebelo h, 2010, j appl ecol, v47, p410, doi 10.1111/j.1365-2664.2009.01765.x"	0.6436	0.0406	2	273	1829	101
136540	"remya k, 2015, ecol eng, v82, p184, doi 10.1016/j.ecoleng.2015.04.053"	-0.3688	-0.89	3	237	1211	79
136689	"renner iw, 2013, biometrics, v69, p274, doi 10.1111/j.1541-0420.2012.01824.x"	-0.1375	0.5372	1	282	2027	111
136690	"renner iw, 2015, methods ecol evol, v6, p366, doi 10.1111/2041-210x.12352"	-0.4744	0.8299	1	236	1280	70
138406	"roberts dr, 2017, ecography, v40, p913, doi 10.1111/ecog.02881"	-0.7414	0.6223	1	274	2430	141
138619	"robinson lm, 2011, global ecol biogeogr, v20, p789, doi 10.1111/j.1466-8238.2010.00636.x"	-0.2345	0.7855	1	242	1227	73
139192	"rodríguez jp, 2007, divers distrib, v13, p243, doi 10.1111/j.1472-4642.2007.00356.x"	0.5427	0.5551	2	256	1256	72
139959	"root tl, 2003, nature, v421, p57, doi 10.1038/nature01333"	0.0137	-0.7856	3	273	1587	95
140876	"royle ja, 2012, methods ecol evol, v3, p545, doi 10.1111/j.2041-210x.2011.00182.x"	0.153	0.4616	1	279	1621	94
141840	"rödder d, 2009, plos one, v4, doi 10.1371/journal.pone.0007843"	0.9299	-0.7201	4	217	1139	54
142560	"sala oe, 2000, science, v287, p1770, doi 10.1126/science.287.5459.1770"	0.1397	-0.4501	3	249	1187	78
144271	"saupe ee, 2012, ecol model, v237, p11, doi 10.1016/j.ecolmodel.2012.04.001"	-0.0145	-0.1421	1	260	1136	54
145508	"schoener tw, 1968, ecology, v49, p704, doi 10.2307/1935534"	0.1305	-0.6854	4	290	3176	167
146643	"segurado p, 2004, j biogeogr, v31, p1555, doi 10.1111/j.1365-2699.2004.01076.x"	0.6966	0.7463	2	279	2860	149
146644	"segurado p, 2006, j appl ecol, v43, p433, doi 10.1111/j.1365-2664.2006.01162.x"	0.7069	0.6293	2	247	1144	63
147535	"shabani f, 2016, ecol evol, v6, p5973, doi 10.1002/ece3.2332"	-0.8155	0.5503	1	250	1485	100
148313	"shcheglovitova m, 2013, ecol model, v269, p9, doi 10.1016/j.ecolmodel.2013.08.011"	-0.4586	-0.753	3	294	4103	226
149762	"sillero n, 2011, ecol model, v222, p1343, doi 10.1016/j.ecolmodel.2011.01.018"	-0.3584	-0.4936	3	250	1196	78
149772	"sillero n, 2021, ecol model, v456, doi 10.1016/j.ecolmodel.2021.109671"	-1.0006	-0.2105	1	245	1223	77
149773	"sillero n, 2021, int j geogr inf sci, v35, p213, doi 10.1080/13658816.2020.1798968"	-0.9745	0.0274	1	242	1164	70
152096	"soberon jorge, 2005, biodiversity informatics, v2, p1"	0.3373	-0.6401	4	297	5354	310
152099	"soberón j, 2007, ecol lett, v10, p1115, doi 10.1111/j.1461-0248.2007.01107.x"	0.8199	-0.2136	4	284	3055	164
152101	"soberón j, 2009, p natl acad sci usa, v106, p19644, doi 10.1073/pnas.0901637106"	0.3711	-0.2201	4	288	3033	152
154993	"stockwell d, 1999, int j geogr inf sci, v13, p143, doi 10.1080/136588199241391"	0.8261	-0.0775	2	286	3310	195
155002	"stockwell drb, 2002, ecol model, v148, p1, doi 10.1016/s0304-3800(01)00388-x"	0.786	0.3061	2	292	3507	190
155061	"stohlgren tj, 2010, risk anal, v30, p224, doi 10.1111/j.1539-6924.2009.01343.x"	0.1362	0.3101	2	240	1045	66
157133	"swets ja, 1988, science, v240, p1285, doi 10.1126/science.3287615"	0.338	-0.3175	3	299	8650	596
157217	"syfert mm, 2013, plos one, v8, doi 10.1371/journal.pone.0055158"	-0.1097	-0.05	1	297	4120	221
159998	"thomas cd, 2004, nature, v427, p145, doi 10.1038/nature02121"	0.2491	-0.5382	3	297	4517	265
160378	"thorn js, 2009, divers distrib, v15, p289, doi 10.1111/j.1472-4642.2008.00535.x"	1.0154	-0.1825	2	231	1197	68
160536	"thuiller w, 2003, global change biol, v9, p1353, doi 10.1046/j.1365-2486.2003.00666.x"	0.5547	0.6227	2	273	1647	93
160539	"thuiller w, 2004, ecography, v27, p165, doi 10.1111/j.0906-7590.2004.03673.x"	0.4758	0.5215	2	270	1710	74
160542	"thuiller w, 2004, global change biol, v10, p2020, doi 10.1111/j.1365-2486.2004.00859.x"	0.6374	0.4076	2	264	1611	81
160545	"thuiller w, 2005, global change biol, v11, p2234, doi 10.1111/j.1365-2486.2005.001018.x"	0.7456	-0.5289	4	273	1911	112
160546	"thuiller w, 2005, global ecol biogeogr, v14, p347, doi 10.1111/j.1466-822x.2005.00162.x"	0.3091	-0.4273	3	254	1080	57
160547	"thuiller w, 2005, p natl acad sci usa, v102, p8245, doi 10.1073/pnas.0409902102"	0.0857	-0.6575	3	282	2069	132
160554	"thuiller w, 2008, perspect plant ecol, v9, p137, doi 10.1016/j.ppees.2007.09.004"	0.4009	-0.0053	2	250	1168	74
160555	"thuiller w, 2009, ecography, v32, p369, doi 10.1111/j.1600-0587.2008.05742.x"	-0.2576	0.7074	1	296	4584	283
161120	"title po, 2018, ecography, v41, p291, doi 10.1111/ecog.02880"	-0.8549	-0.2199	1	252	1077	66
162733	"tsoar a, 2007, divers distrib, v13, p397, doi 10.1111/j.1472-4642.2007.00346.x"	0.7201	0.2807	2	280	2071	117
163362	"tyberghein l, 2012, global ecol biogeogr, v21, p272, doi 10.1111/j.1466-8238.2011.00656.x"	-0.403	0.0768	1	246	1323	95
164208	"urban mc, 2015, science, v348, p571, doi 10.1126/science.aaa4984"	-0.7674	-0.6253	3	259	1367	88
164734	"valavi r, 2019, methods ecol evol, v10, p225, doi 10.1111/2041-210x.13107"	-0.8061	0.6319	1	259	1510	86
164737	"valavi r, 2022, ecol monogr, v92, doi 10.1002/ecm.1486"	-0.9506	0.4877	1	280	2819	184
165553	"van proosdij asj, 2016, ecography, v39, p542, doi 10.1111/ecog.01509"	-0.5203	0.2979	1	285	2604	154
165677	"van vuuren dp, 2011, climatic change, v109, p5, doi [10.1007/s10584-011-0148-z 10.1007/s10584-011-0157-y]"	-0.6994	-0.2884	3	266	1472	103
165684	"van vuuren dp, 2017, global environ chang, v42, p148, doi 10.1016/j.gloenvcha.2016.10.009"	-1.027	-0.0651	1	253	1671	113
165889	"vanderwal j, 2009, ecol model, v220, p589, doi 10.1016/j.ecolmodel.2008.11.010"	0.3573	0.1077	4	293	3970	220
166074	"varela s, 2014, ecography, v37, p1084, doi 10.1111/j.1600-0587.2013.00441.x"	-0.2134	0.3053	1	274	1762	83
166580	"veloz sd, 2009, j biogeogr, v36, p2290, doi 10.1111/j.1365-2699.2009.02174.x"	0.1283	-0.0483	4	296	4284	215
167326	"vignali s, 2020, ecol evol, v10, p11488, doi 10.1002/ece3.6786"	-0.9426	0.365	1	245	1140	67
169119	"walther gr, 2002, nature, v416, p389, doi 10.1038/416389a"	-0.0651	-0.5824	3	283	2281	137
170847	"warren dl, 2008, evolution, v62, p2868, doi 10.1111/j.1558-5646.2008.00482.x"	0.2551	-0.7382	4	299	6646	388
170849	"warren dl, 2010, ecography, v33, p607, doi 10.1111/j.1600-0587.2009.06142.x"	0.0549	-0.8853	4	299	6033	410
170851	"warren dl, 2011, ecol appl, v21, p335, doi 10.1890/10-1171.1"	-0.3253	-0.6254	1	299	11671	718
170855	"warren dl, 2014, divers distrib, v20, p334, doi 10.1111/ddi.12160"	-0.3709	-0.8012	1	273	1971	104
170860	"warren dl, 2021, ecography, v44, p504, doi 10.1111/ecog.05485"	-0.8992	-0.4811	1	239	1098	76
171579	"wei b, 2018, glob ecol conserv, v16, doi 10.1016/j.gecco.2018.e00477"	-0.6458	-0.7516	3	238	1229	84
172127	"wenger sj, 2012, methods ecol evol, v3, p260, doi 10.1111/j.2041-210x.2011.00170.x"	-0.063	0.5417	1	280	1983	94
172284	"west am, 2016, ecol inform, v36, p126, doi 10.1016/j.ecoinf.2016.11.001"	-0.3261	-0.4548	3	264	1487	95
173192	"wiens ja, 2009, p natl acad sci usa, v106, p19729, doi 10.1073/pnas.0901639106"	0.0338	-0.4115	3	289	1977	113
173204	"wiens jj, 2005, annu rev ecol evol s, v36, p519, doi 10.1146/annurev.ecolsys.36.102803.095431"	0.6225	-0.9261	4	263	1920	108
173695	"williams jn, 2009, divers distrib, v15, p565, doi 10.1111/j.1472-4642.2009.00567.x"	0.2013	0.4234	2	277	2213	139
174543	"wisz ms, 2008, divers distrib, v14, p763, doi 10.1111/j.1472-4642.2008.00482.x"	0.3695	-0.1147	2	299	11623	689
174544	"wisz ms, 2013, biol rev, v88, p15, doi 10.1111/j.1469-185x.2012.00235.x"	-0.1874	0.0456	1	290	1901	116
177141	"yackulic cb, 2013, methods ecol evol, v4, p236, doi 10.1111/2041-210x.12004"	-0.1791	0.4185	1	297	4735	281
177932	"yang xq, 2013, ecol eng, v51, p83, doi 10.1016/j.ecoleng.2012.12.004"	-0.2576	-0.8344	3	280	3034	204
178199	"yates kl, 2018, trends ecol evol, v33, p790, doi 10.1016/j.tree.2018.08.001"	-0.6304	0.3771	1	263	1371	72
178463	"yi yj, 2016, ecol eng, v92, p260, doi 10.1016/j.ecoleng.2016.04.010"	-0.504	-0.7693	3	255	1954	118
179773	"zaniewski ae, 2002, ecol model, v157, p261, doi 10.1016/s0304-3800(02)00199-0"	0.7463	0.7664	2	248	1448	77
180155	"zeng yw, 2016, ecol model, v341, p5, doi 10.1016/j.ecolmodel.2016.09.019"	-0.7226	-0.5252	1	249	1275	75
180697	"zhang kl, 2018, sci total environ, v634, p1326, doi 10.1016/j.scitotenv.2018.04.112"	-0.7126	-0.6636	3	257	1833	131
182781	"zimmermann ne, 2010, ecography, v33, p985, doi 10.1111/j.1600-0587.2010.06953.x"	0.0458	0.3402	2	264	1085	62
182898	"zizka a, 2019, methods ecol evol, v10, p744, doi 10.1111/2041-210x.13152"	-0.923	0.2897	1	249	1109	74
183217	"zurell d, 2020, ecography, v43, p1261, doi 10.1111/ecog.04960"	-0.8881	0.2142	1	283	2572	156
