1172	3152	7
1172	3210	4
1172	3488	1
1172	3644	3
1172	7147	14
1172	10593	2
1172	10714	3
1172	12085	40
1172	13383	4
1172	13388	1
1172	13392	1
1172	14379	1
1172	14380	10
1172	14383	9
1172	14384	1
1172	14386	2
1172	14387	29
1172	14391	2
1172	14392	4
1172	16175	9
1172	16201	15
1172	16206	8
1172	18423	17
1172	19152	5
1172	19341	5
1172	20122	1
1172	20242	1
1172	20246	1
1172	20990	4
1172	25140	7
1172	25317	2
1172	26170	4
1172	26375	1
1172	26990	45
1172	27039	2
1172	27626	2
1172	27627	1
1172	27628	2
1172	27848	7
1172	28093	1
1172	28945	2
1172	29580	5
1172	32088	7
1172	35184	4
1172	38241	14
1172	40091	2
1172	41860	46
1172	44304	1
1172	47260	3
1172	48372	12
1172	48382	2
1172	50134	2
1172	51545	43
1172	51547	26
1172	51548	36
1172	51549	20
1172	51551	13
1172	51552	18
1172	52158	8
1172	53635	11
1172	56191	3
1172	56224	1
1172	56287	1
1172	56307	36
1172	56861	2
1172	56926	1
1172	56929	2
1172	58110	3
1172	58115	3
1172	58507	2
1172	58518	7
1172	58525	13
1172	58776	7
1172	59086	16
1172	59088	11
1172	62907	1
1172	64221	1
1172	66486	7
1172	66488	2
1172	66490	4
1172	66527	2
1172	67217	7
1172	68312	11
1172	68396	34
1172	68398	12
1172	68400	29
1172	68401	3
1172	68404	4
1172	68406	6
1172	68410	14
1172	68412	2
1172	68433	2
1172	70746	12
1172	71039	2
1172	73198	3
1172	73202	6
1172	73671	2
1172	73970	7
1172	74891	32
1172	74893	4
1172	74897	9
1172	74948	1
1172	75383	4
1172	75385	8
1172	75390	6
1172	75394	6
1172	78898	10
1172	82096	3
1172	82282	1
1172	82677	2
1172	83285	7
1172	83287	3
1172	83291	3
1172	83294	5
1172	85055	2
1172	86855	4
1172	88020	1
1172	91205	2
1172	93730	6
1172	93869	11
1172	98159	7
1172	99310	20
1172	99311	5
1172	99313	6
1172	99314	4
1172	100323	18
1172	100324	8
1172	100570	3
1172	100572	2
1172	104803	10
1172	105743	16
1172	109109	5
1172	109111	5
1172	110357	6
1172	110359	4
1172	110825	5
1172	111412	2
1172	114069	1
1172	114358	1
1172	115032	3
1172	116330	1
1172	117232	1
1172	117235	2
1172	118646	5
1172	119089	5
1172	122612	2
1172	123932	2
1172	125582	6
1172	125584	3
1172	126526	7
1172	126533	2
1172	126556	1
1172	126613	12
1172	126614	3
1172	126618	3
1172	126621	7
1172	126742	1
1172	128011	9
1172	128033	2
1172	128035	1
1172	128048	3
1172	128071	3
1172	128084	2
1172	128087	1
1172	128239	2
1172	128241	1
1172	128751	4
1172	128797	39
1172	128804	16
1172	128807	17
1172	128810	2
1172	128817	4
1172	131373	24
1172	132293	4
1172	133004	5
1172	133030	1
1172	133655	2
1172	133832	3
1172	133861	2
1172	134851	6
1172	135730	1
1172	136689	6
1172	136690	1
1172	138406	4
1172	138619	5
1172	139192	5
1172	139959	1
1172	140876	3
1172	144271	4
1172	145508	1
1172	146643	10
1172	146644	1
1172	147535	3
1172	152096	5
1172	152099	10
1172	152101	6
1172	154993	4
1172	155002	9
1172	155061	7
1172	157133	18
1172	157217	2
1172	159998	7
1172	160536	7
1172	160539	3
1172	160542	8
1172	160545	4
1172	160546	1
1172	160547	3
1172	160554	2
1172	160555	16
1172	162733	5
1172	164734	3
1172	165553	3
1172	165677	1
1172	165889	4
1172	166074	1
1172	166580	3
1172	169119	3
1172	170847	1
1172	170849	3
1172	170851	4
1172	170855	1
1172	172127	10
1172	173192	2
1172	173204	2
1172	173695	8
1172	174543	12
1172	174544	1
1172	177141	3
1172	177932	1
1172	178199	1
1172	178463	1
1172	179773	3
1172	182781	1
3152	7147	8
3152	8791	1
3152	9698	1
3152	10593	7
3152	10714	2
3152	12085	18
3152	13383	3
3152	13388	6
3152	13389	4
3152	13392	3
3152	14380	3
3152	14383	5
3152	14384	1
3152	14387	10
3152	14391	1
3152	14392	3
3152	14395	3
3152	15701	3
3152	16175	2
3152	16201	3
3152	16206	2
3152	17696	2
3152	18423	11
3152	19152	3
3152	19341	11
3152	20122	3
3152	20246	1
3152	20354	5
3152	25140	4
3152	25317	7
3152	26170	1
3152	26375	4
3152	26990	10
3152	27039	1
3152	27626	2
3152	27627	3
3152	27628	5
3152	27848	1
3152	28093	4
3152	28098	3
3152	28945	1
3152	29580	1
3152	32088	3
3152	35184	6
3152	38059	3
3152	38241	1
3152	40091	3
3152	41860	4
3152	46465	4
3152	47260	1
3152	48372	3
3152	48382	2
3152	51545	31
3152	51547	5
3152	51548	17
3152	51549	7
3152	51551	16
3152	51552	32
3152	52158	2
3152	52722	3
3152	53635	3
3152	55452	1
3152	56191	2
3152	56224	13
3152	56287	4
3152	56307	14
3152	56861	3
3152	56926	1
3152	56929	1
3152	58110	3
3152	58115	4
3152	58507	4
3152	58518	2
3152	58525	4
3152	58526	1
3152	58776	1
3152	59086	1
3152	59088	4
3152	62907	4
3152	64221	4
3152	66486	2
3152	66488	1
3152	66490	3
3152	66527	2
3152	68312	4
3152	68396	8
3152	68398	1
3152	68400	11
3152	68401	1
3152	68404	2
3152	68406	1
3152	68410	7
3152	68412	2
3152	68433	7
3152	70746	5
3152	71039	1
3152	71040	1
3152	73198	3
3152	73202	3
