"Author","Recs","LCS","GCS"
"Pires MA",1,0,1
"Plutzar C",1,0,1
"Poirazidis K",1,0,1
"Pongsanarm T",1,0,1
"Popov VV",1,0,1
"Poprom N",1,0,1
"Porter JS",1,0,1
"Poudel K",1,0,1
"Pourmosa H",1,0,1
"Pouzeshimiyab B",1,0,1
"Powell KA",1,0,1
"Protásio TD",1,0,1
"Prowse TAA",1,0,1
"Przedpelska-Wasowicz E",1,0,1
"Pshegusov RK",1,0,1
"Pujiono E",1,0,1
"Punyapornwithaya V",2,0,1
"Purwoko A",1,0,1
"Pusceddu M",1,0,1
"Puvanendiran S",1,0,1
"Qasim S",1,0,1
"Qi JS",1,0,1
"Qian MY",1,0,1
"Qiao YQ",1,0,1
"Qin DM",1,0,1
"Qin XS",1,0,1
"Qiu CQ",1,0,1
"Rademaker M",1,0,1
"Rai N",1,0,1
"Raina SK",1,0,1
"Rakshit S",2,0,1
"Ramachandran V",1,0,1
"Ramakrishnan U",1,0,1
"Ramirez BR",1,0,1
"Ramírez-Fernández JD",1,0,1
"Rando ATM",1,0,1
"Raqeeb M",1,0,1
"Rauber RG",1,0,1
"Ream RR",1,0,1
"Reang M",1,0,1
"Rebi A",1,0,1
"Recart W",1,0,1
"Regupathikannan J",1,0,1
"Rehman AU",1,0,1
"Reis KHD",1,0,1
"Repe B",1,0,1
"Requena S",1,0,1
"Retnaningtyas R",1,0,1
"Rezaei H",1,0,1
"Rezvani A",1,0,1
"Ribas ND",1,0,1
"Ricci P",1,0,1
"Ricciardi V",1,0,1
"Riera JL",1,0,1
"Rima GC",1,0,1
"Rincón V",1,0,1
"Rittenhouse CD",1,0,1
"Rittenhouse TAG",1,0,1
"Rivera J",1,0,1
"Robertson CR",1,0,1
"Rocano M",1,0,1
"Rodder D",1,0,1
"Rodrigues AA",1,0,1
"Rodríguez-Cabrera TM",1,0,1
"Rogova N",1,0,1
"Rohweder JJ",1,0,1
"Rozenfeld S",1,0,1
"Rozhnov VV",1,0,1
"Rozman A",1,0,1
"Rubin A",1,0,1
"Rubin JF",1,0,1
"Rueda JL",1,0,1
"Ruiz-Aguilar C",1,0,1
"Ruiz-Gómez MG",1,0,1
"Ryu D",1,0,1
"Saba M",1,0,1
"Sabatini G",1,0,1
"Sabo RD",1,0,1
"Safiyan-Boldaji P",1,0,1
"Sahay G",1,0,1
"Salaris E",1,0,1
"Salomón-Montijo B",1,0,1
"Sambaraju KR",1,0,1
"Sampognaro AM",1,0,1
"Samson A",1,0,1
"Sanchez-Lalinde C",1,0,1
"Sanderson WG",1,0,1
"Santiago-García W",2,0,1
"Sari A",1,0,1
"Sartor CC",1,0,1
"Sassone AB",1,0,1
"Satta A",1,0,1
"Sattar W",1,0,1
"Saunders MEM",1,0,1
"Saurez E",1,0,1
"Savall EM",1,0,1
"Scaldaferro MA",1,0,1
"Schally G",1,0,1
"Schickele A",1,0,1
"Schindler S",1,0,1
"Schmitz MH",1,0,1
"Schrodt F",1,0,1
"Schurkamp SJ",1,0,1
"Schwarzfuchs EN",1,0,1
"Scordato ESC",1,0,1
"Scott-Morales LM",1,0,1
"Segurado P",1,0,1
"Selmoun-Ourdani K",1,0,1
"SentürkÖ",2,0,1
"Seo JH",1,0,1
"Serebrennikov D",1,0,1
"Sha LB",1,0,1
"Shackelford N",1,0,1
"Shaltout KH",2,0,1
"Shang WQ",1,0,1
"Shang ZL",1,0,1
"Shao F",1,0,1
"Shao QY",1,0,1
"Sharma AK",1,0,1
"Shattuck SO",1,0,1
"Shen CB",1,0,1
"Shen CY",1,0,1
"Shen YG",1,0,1
"Shi BY",1,0,1
"Shi CM",1,0,1
"Shi T",1,0,1
"Shi ZX",1,0,1
"Shih YJ",1,0,1
"Shimono Y",1,0,1
"Shin E",1,0,1
"Shmakovi AI",1,0,1
"Shooter S",1,0,1
"Shoukat HB",1,0,1
"Shrestha BR",1,0,1
"Shukrullozoda R",1,0,1
"Siegert CM",1,0,1
"Sih C",1,0,1
"Silva EA",1,0,1
"Silva JG",1,0,1
"Simeone MC",1,0,1
"Simota-Ruiz M",1,0,1
"Singchat W",1,0,1
"Singh T",1,0,1
"Singha H",2,0,1
"Sirima D",1,0,1
"Skougarevskiy D",1,0,1
"Smith JR",1,0,1
"Snethlage M",1,0,1
"Snow RA",1,0,1
"Soares SBP",1,0,1
"Soifer L",1,0,1
"Solari S",1,0,1
"Solomon MJ",1,0,1
"Son YB",1,0,1
"Song DZ",1,0,1
"Song XT",1,0,1
"Sousa JBD",1,0,1
"Sousa JGD",1,0,1
"Souza AV",1,0,1
"Spaid SM",1,0,1
"Sperring VF",1,0,1
"Srikulnath K",1,0,1
"Srivastava AK",1,0,1
"Stannard HJ",1,0,1
"Steen DA",1,1,1
"Sterling JT",1,0,1
"Stevens M",1,0,1
"Stocker TF",1,0,1
"Stoddard JL",1,0,1
"Su X",1,0,1
"Subasinghe CN",1,0,1
"Suchomel AD",1,0,1
"Sukmawati JG",1,0,1
"Sultan SM",1,0,1
"Sultana M",1,0,1
"Sun QQ",1,0,1
"Surovy P",1,0,1
"Sutherland L",1,0,1
"Sutomo",1,0,1
"Swangpol SC",1,0,1
"Swayze NC",1,0,1
"Swei A",1,0,1
"Symeonakis E",1,0,1
"Sánchez-Cuervo AM",1,0,1
"Sánchez-Leal RF",1,0,1
"Ta HNT",1,0,1
"Tadesse Z",1,0,1
"Tafrichan M",1,0,1
"Taghipour AA",1,0,1
"Tamplin JW",1,0,1
"Tan MX",1,0,1
"Tan YY",1,0,1
"Tang GD",1,0,1
"Tang SJ",1,0,1
"Tang YN",1,0,1
"Teixeira AAM",1,0,1
"Tekes A",1,0,1
"Teklehaymanot T",1,0,1
"Tenerelli R",1,0,1
"Terribile K",1,0,1
"Thapa GJ",1,0,1
"Thapa K",1,0,1
"Thatukan C",1,0,1
"Thiel C",1,0,1
"Thoma CT",1,0,1
"Thomas D",1,0,1
"Thomson HM",1,0,1
"Thongprachum A",1,0,1
"Thuy CTL",1,0,1
"Tian Q",2,0,1
"Tiberti R",1,0,1
"Timoshenko A",1,0,1
"Tinoco BA",1,0,1
"Tolardo LR",2,0,1
"Tong YJ",1,0,1
"Topaloglu SB",1,0,1
"Toranjzar H",1,0,1
"Tordoni E",1,0,1
"Torres RT",1,0,1
"Torres-Avendaño JI",1,0,1
"Torres-Cambas Y",1,0,1
"Toshnazarova N",1,0,1
"Toso LB",1,0,1
"Tovar-Sánchez E",1,0,1
"Trang K",1,0,1
"Tripathi P",1,0,1
"Trotter JA",1,0,1
"Tu FY",1,0,1
"Tulowiecki SJ",1,0,1
"Turabekov S",1,0,1
"Turghan MA",1,0,1
"Tyrrell C",1,0,1
"Uehira K",1,0,1
"Umar UUD",1,0,1
"Umurzakova Z",1,0,1
"Upadhaya K",1,0,1
"Upadhya MP",1,0,1
"Urdánigo-Zambrano JP",1,0,1
"Ursul S",1,0,1
"Uyen BT",1,0,1
"Vaganov V",1,0,1
"Valdés-Florido A",1,0,1
"Van Appledorn M",1,0,1
"van Leeuwen A",1,0,1
"Vangeluwe D",1,0,1
"Varvani J",1,0,1
"Vasudevan C",1,0,1
"Vela-Coiffier P",1,0,1
"Vento B",1,0,1
"Vicente J",1,0,1
"Vieira FCS",1,0,1
"Vieira-Pinto M",1,0,1
"Vila Y",1,0,1
"Vilas D",1,0,1
"Villagrán-Vázquez A",1,0,1
"Villasenor JL",1,0,1
"Vishnu SB",1,0,1
"Vérité-Taulet N",1,0,1
"Wagner DL",1,0,1
"Wahab L",1,0,1
"Wahyuningtyas RS",1,0,1
"Waldron BP",1,0,1
"Wan X",1,0,1
"Wang CD",1,0,1
"Wang DZ",1,0,1
"Wang HW",1,0,1
"Wang JL",1,0,1
"Wang MH",1,0,1
"Wang RF",1,0,1
"Wang SP",1,0,1
"Wang XP",1,0,1
"Wang XZ",1,0,1
"Wangwon K",1,0,1
"Ward T",1,0,1
"Weese JS",3,0,1
"Wei DY",1,0,1
"Wei R",1,0,1
"Wei YX",1,0,1
"Weinberg PI",1,0,1
"Wen ZX",1,0,1
"Wende Z",1,0,1
"Werner T",1,0,1
"Westerberg L",1,0,1
"Whelpley WJ",1,0,1
"Wiesel I",1,0,1
"Wilson CA",1,0,1
"Winasis S",1,0,1
"Wolf AG",1,0,1
"Wongloet W",1,0,1
"Wood J",1,0,1
"Wright A",1,0,1
"Wu CD",1,0,1
"Wu GJ",1,0,1
"Wu HY",2,0,1
"Wu J",1,0,1
"Wu M",1,0,1
"Wu RW",1,0,1
"Wu SS",1,0,1
"Wu XP",1,0,1
"Xavier SCD",1,0,1
"Xian WW",1,0,1
"Xiao JG",1,0,1
"Xiao Q",1,0,1
"Xiao YM",1,0,1
"Xie DJ",1,0,1
"Xie HF",1,0,1
"Xie XT",1,0,1
"Xin XY",1,0,1
"Xing YZ",1,0,1
"Xiong TH",1,0,1
"Xiong W",1,0,1
"Xolbekov B",1,0,1
"Xu DX",1,0,1
"Xu GB",1,0,1
"Xu LZ",1,0,1
"Xu XX",1,0,1
"Yachmennikova AA",1,0,1
"Yadav A",1,0,1
"Yadav SK",1,0,1
"Yakandawala D",1,0,1
"Yan ZY",2,0,1
"Yandow LH",1,0,1
"Yang MJ",1,0,1
"Yang WC",1,0,1
"Yang XC",1,0,1
"Yao LJ",1,0,1
"Yao N",1,0,1
"Ye JK",1,0,1
"Ye YH",1,0,1
"Yebyo SG",1,0,1
"Yigit AU",1,0,1
"Yin MY",1,0,1
"Ying YG",1,0,1
"Yoklavich M",1,0,1
"Yong BY",1,0,1
"You YH",1,0,1
"Young HG",1,0,1
"Yu CI",1,0,1
"Yu JJ",1,0,1
"Zadworny M",1,0,1
"Zambrano M",1,0,1
"Zammit T",1,0,1
"Zare H",1,0,1
"Zaykov VF",1,0,1
"Zemmouri-Boukhemza N",1,0,1
"Zeng J",1,0,1
"Zeng WJ",1,0,1
"Zhai JW",1,0,1
"Zhan L",1,0,1
"Zhang DH",1,0,1
"Zhang HL",2,0,1
"Zhang MJ",1,0,1
"Zhang NN",1,0,1
"Zhang QX",1,0,1
"Zhang ZP",1,0,1
"Zhang ZY",1,0,1
"Zhao GQ",1,0,1
"Zhao WY",1,0,1
"Zheng JM",1,0,1
"Zhong YL",1,0,1
"Zhou C",2,0,1
"Zhou CH",1,0,1
"Zhou JX",1,0,1
"Zhu K",1,0,1
"Zhu SY",1,0,1
"Zhu ZY",1,0,1
"Ziti S",1,0,1
"Zoh MG",1,0,1
"Zuban IA",1,0,1
"Zug R",1,0,1
"Çaglar SS",1,0,1
"Öztop Z",1,0,1
"Abadijoo M",1,0,0
"Abubakar ZA",1,0,0
"Adamala S",1,0,0
"Adams J",1,0,0
"Adhikari OD",1,0,0
"Adzan G",1,0,0
"Afridi ZK",1,0,0
"Afzal H",1,0,0
"Agunbiade MB",1,0,0
"Ahmed AN",1,0,0
"Ahmed DA",1,0,0
"Ahn HK",1,0,0
"Aijaz M",1,0,0
"Aikawa T",1,0,0
"Aiken C",1,0,0
"Aini NK",1,0,0
"Akhand L",1,0,0
"Akhtar H",1,0,0
"Akouété P",1,0,0
"Aksu S",1,0,0
"Aktay-Sözüer L",1,0,0
"Al Ketbi K",1,0,0
"Alaeifar M",1,0,0
"Alahadeb JI",1,0,0
"Alahmadi TA",1,0,0
"Alamery ER",1,0,0
"Alamri SM",1,0,0
"Albaladejo-Robles G",1,0,0
"Albritton J",1,0,0
"Albuquerque M",1,0,0
"Aldiansyah S",1,0,0
"Aldubehi MA",1,0,0
"Alivizatos H",1,0,0
"Almaary KS",1,0,0
"Almeida SM",1,0,0
"Almirón WR",1,0,0
"Along A",1,0,0
"Alvarado AAB",1,0,0
"Alvarenga RLM",1,0,0
"Alvis AIG",1,0,0
"Amaru-Castelo J",1,0,0
"Ameer F",2,0,0
"Amrutha B",1,0,0
"Ancog RC",1,0,0
"Andino-Mazariegos AI",1,0,0
"Andrade SJD",1,0,0
"Andreotti A",1,0,0
"Apelete EE",1,0,0
"Arboleda MDM",1,0,0
"Ardiyani M",2,0,0
"Arenas-González F",1,0,0
"Arias-Penna DC",1,0,0
"Arriaga-Flores JC",1,0,0
"Arshad M",2,0,0
"Artois T",1,0,0
"Arunachalam A",1,0,0
"Asih NPS",1,0,0
"Aslam F",1,0,0
"Averyanova A",1,0,0
"Avila JAM",1,0,0
"Awaïss A",1,0,0
"Ayed FAA",1,0,0
"Ayu RG",1,0,0
"Azevedo CHS",2,0,0
"Azevedo J",1,0,0
"Azizi A",1,0,0
"Añino YJ",1,0,0
"Babini S",1,0,0
"Babookani MK",1,0,0
"Bacak E",1,0,0
"Baccaro FB",1,0,0
"Backer SJ",1,0,0
"Bai HH",1,0,0
"Bai XL",1,0,0
"Bai XS",1,0,0
"Bailey C",1,0,0
"Balakrishna SM",1,0,0
"Bantlin DA",1,0,0
"Bao XK",1,0,0
"Barbraud C",1,0,0
"Barik S",1,0,0
"Barnett A",1,0,0
"Barrett MA",1,0,0
"Baruzzi A",1,0,0
"Batllori-Sampedro E",1,0,0
"Bautista LL",1,0,0
"Bautista-Juárez I",1,0,0
"Beckett H",1,0,0
"Beenaerts N",1,0,0
"Begade S",1,0,0
"Behera AK",1,0,0
"Bellido JJ",1,0,0
"Benitez EM",1,0,0
"Bennington SM",1,0,0
"Berg-Binder MC",1,0,0
"Bernal CT",1,0,0
"Bernier C",1,0,0
"Beutelmann S",1,0,0
"Bhadru D",1,0,0
"Bidyananda N",1,0,0
"Bilgin S",1,0,0
"Bionda CL",1,0,0
"Biswas H",1,0,0
"Black AB",1,0,0
"Blanco-Domínguez M",1,0,0
"Blokhin AA",1,0,0
"Bodo BS",1,0,0
"Bogoni JA",1,0,0
"Bohman B",1,0,0
"Bonelli S",1,0,0
"Bonnet-Lebrun AS",1,0,0
"Borja M",1,0,0
"Bormani L",1,0,0
"Bourhia M",1,0,0
"Bourke SD",1,0,0
"Bowersock N",1,0,0
"Brand A",1,0,0
"Brauman KA",1,0,0
"Bravo-Vega CA",1,0,0
"Bredariol JV",1,0,0
"Breitenbeck GA",1,0,0
"Briceno N",1,0,0
"Brough SC",1,0,0
"Bruijnzeel LA",1,0,0
"Brunson MW",1,0,0
"Budha M",1,0,0
"Buenfil-Avila A",1,0,0
"Burbidge C",1,0,0
"Burgett SA",1,0,0
"Burgos-Lugo DE",1,0,0
"Burkhart EP",1,0,0
"Byeon JG",1,0,0
"Báez JC",1,0,0
"Böning P",1,0,0
"Bülbül U",1,0,0
"Cabral JS",1,0,0
"Cacciali P",1,0,0
"Caddell L",1,0,0
"Caicedo YAF",1,0,0
"Callahan CB",1,0,0
"Callister K",1,0,0
"Calvo-Mac C",1,0,0
"Camacho-Macías B",1,0,0
"Camara F",2,0,0
"Campos B",1,0,0
"Campos BM",1,0,0
"Campos DVD",1,0,0
"Canavan K",1,0,0
"Cano D",1,0,0
"Cao SH",1,0,0
"Capella J",2,0,0
"Capito L",1,0,0
"Carlos-Mejías D",1,0,0
"Carneiro M",1,0,0
"Carroll JM",1,0,0
"Carvajal-Cogollo JE",1,0,0
"Carvalho F",1,0,0
"Castañeda GG",1,0,0
"Castillo-Burguete MT",1,0,0
"Castro-Gutiérrez J",1,0,0
"Ceron K",1,0,0
"Cespedosa AM",1,0,0
"Chadwick EA",1,0,0
"Chae HM",1,0,0
"Chahed S",1,0,0
"Chai JY",1,0,0
"Chakraborty K",1,0,0
"Chand M",1,0,0
"Chang T",1,0,0
"Chaudhary RP",1,0,0
"Chen HS",1,0,0
"Chen JE",1,0,0
"Chen KH",1,0,0
"Chen MJ",2,0,0
"Chen WS",1,0,0
"Chen YX",1,0,0
"Chen ZD",1,0,0
"Cheng H",1,0,0
"Cheng ZC",1,0,0
"Cherman MA",1,0,0
"Chetry A",1,0,0
"Chetry V",1,0,0
"Chinoitezvi E",1,0,0
"Chinoitezvi H",1,0,0
"Cho BG",1,0,0
"Cho JH",1,0,0
"Cho SI",1,0,0
"Chuang MF",1,0,0
"Ciendua KT",1,0,0
"Clarfeld LA",1,0,0
"Clark VR",1,0,0
"Clarke DA",1,0,0
"Cliche R",1,0,0
"Codding BF",1,0,0
"Coffey ML",1,0,0
"Conroy G",1,0,0
"Conway G",1,0,0
"Corrales-García A",1,0,0
"Correia WD",1,0,0
"Costa JL",1,0,0
"Costa TR",1,0,0
"Coulton V",1,0,0
"Coura-Vital W",1,0,0
"Crespo-Reyes E",1,0,0
"Cristaldi M",1,0,0
"Cross T",1,0,0
"Cruz GA",1,0,0
"Cuellar Y",1,0,0
"Cui J",1,0,0
"Cui Y",1,0,0
"Cupiche-Herrera VJ",1,0,0
"da Costa DB",1,0,0
"Da Rocha HR",1,0,0
"da Silva AP",1,0,0
"da Silva GA",1,0,0
"da Silva GAL",1,0,0
"da Silva GD",1,0,0
"da Silva JAA",1,0,0
"da Silva JD",1,0,0
"da Silva V",1,0,0
"da Silva VFB",1,0,0
"Dahal DR",1,0,0
"Dai LL",1,0,0
"Dai YF",1,0,0
"Dajdok Z",1,0,0
"Damayanto IPGP",1,0,0
"Damborsky MP",1,0,0
"Dares LE",1,0,0
"Dash CJ",1,0,0
"Dayman R",1,0,0
"de Almeida FV",1,0,0
"De Diego F",1,0,0
"De Gracia AB",1,0,0
"De Leo G",1,0,0
"de Lima RB",1,0,0
"de Melo C",1,0,0
"de Menezes AB",1,0,0
"de Moraes LSC",1,0,0
"de Morais ILL",1,0,0
"de Oliveira CP",1,0,0
"de Paula A",1,0,0
"de Sousa FG",1,0,0
"de Souza YR",1,0,0
"de Torrez ECB",1,0,0
"Delciellos AC",1,0,0
"Delfino HC",1,0,0
"Delgado-Parada N",1,0,0
"Deljouei A",1,0,0
"Dellape PM",1,0,0
"delos Angeles MD",1,0,0
"Demers S",1,0,0
"Demidova TN",1,0,0
"Deng KY",1,0,0
"Deng WH",1,0,0
"Deng Y",1,0,0
"Dhandapani A",1,0,0
"Diaz BS",1,0,0
"Dickson J",1,0,0
"Dineshkumar SK",1,0,0
"Divin V",1,0,0
"Djohan TS",1,0,0
"do Carmo DD",1,0,0
"do Nascimento LCA",1,0,0
"Domínguez M",1,0,0
"Donalisio MR",1,0,0
"Dong N",1,0,0
"Dong YQ",1,0,0
"Donovan TM",1,0,0
"Doonan TJ",1,0,0
"Doran-Myers D",1,0,0
"dos Santos INL",1,0,0
"Dos Santos M",1,0,0
"Dotonhoué CFG",1,0,0
"Dowler RC",1,0,0
"Du XN",1,0,0
"Du ZY",1,0,0
"Duarte RV",1,0,0
"Dugué H",1,0,0
"Dupuy J",1,0,0
"Durgapal A",1,0,0
"Díaz-Gamboa RE",1,0,0
"Edwards W",1,0,0
"Egonmwan RI",1,0,0
"El-Far NA",1,0,0
"Elghoul O",1,0,0
"Ellis DB",1,0,0
"Emery KA",1,0,0
"Emlaei Z",1,0,0
"Eom TK",1,0,0
"Erlinawati I",1,0,0
"Espinosa-Sepúlveda A",1,0,0
"Eum S",1,0,0
"Evans T",1,0,0
"Evens R",1,0,0
"Evers E",1,0,0
"Evyapan G",1,0,0
"Ezat MA",1,0,0
"Fan X",1,0,0
"Faqeih KY",1,0,0
"Farinango-Guatemal D",1,0,0
"Farooq M",1,0,0
"Farooq MH",1,0,0
"Farzam A",1,0,0
"Fasona MI",1,0,0
"Fatima H",1,0,0
"Fedorenko VA",1,0,0
"Fegan D",1,0,0
"Fens JJ",1,0,0
"Fernández JMC",1,0,0
"Ferreira AAA",1,0,0
"Ferreira JVA",1,0,0
"Ferreira RLC",1,0,0
"Figgener C",1,0,0
"Figueroa-Brito R",1,0,0
"Fiorentino F",1,0,0
"Firdaus MR",1,0,0
"Florentine S",1,0,0
"Flores ZER",1,0,0
"Flörke M",1,0,0
"Fontes MAL",1,0,0
"Forrester JD",1,0,0
"Fossette S",1,0,0
"Foxley T",1,0,0
"Fukutani Y",1,0,0
"Fuller A",1,0,0
"Gadallah NAH",1,0,0
"Galarza GAA",1,0,0
"Galarza MDCA",1,0,0
"Ganesh SR",1,0,0
"Ganter C",1,0,0
"Gao K",1,0,0
"Gao TX",1,0,0
"Gao XD",1,0,0
"Gao ZS",1,0,0
"Garay-Martínez JR",1,0,0
"Garcia CP",1,0,0
"Garcia FH",1,0,0
"García MMP",1,0,0
"García RL",1,0,0
"García SA",1,0,0
"García-Barreda S",1,0,0
"García-Cobos D",1,0,0
"García-Martínez YG",1,0,0
"García-Rada E",1,0,0
"Garnier L",1,0,0
"Garofalo G",1,0,0
"Garza-Torres HA",1,0,0
"Gehman CS",1,0,0
"Geise L",1,0,0
"Gencal T",1,0,0
"Gendre N",1,0,0
"Ghazilou A",1,0,0
"Gholamalifard M",1,0,0
"Ghoshal PK",1,0,0
"Gibbons J",1,0,0
"Gibertoni TB",1,0,0
"Gieder KD",1,0,0
"Gienger CM",1,0,0
"Gildenhuys CP",1,0,0
"Gillikin MN",1,0,0
"Giri MS",1,0,0
"Giri S",1,0,0
"Girmay T",1,0,0
"Giugliano LG",1,0,0
"Gleiss AC",1,0,0
"Gobbett DL",1,0,0
"Gomes JP",1,0,0
"Gomes MK",1,0,0
"Gomez-Llano JH",1,0,0
"Gomides SC",1,0,0
"Gone BZB",1,0,0
"Gong W",1,0,0
"Gonzalez-Elizondo MS",1,0,0
"González-Vásquez R",1,0,0
"Granco G",1,0,0
"Granja-Fernández R",1,0,0
"Gregory AJ",1,0,0
"Gregory K",1,0,0
"Griffith D",1,0,0
"Grozdanov A",1,0,0
"Gu HL",1,0,0
"Guerin A",1,0,0
"Guerrero-Piñera O",1,0,0
"Guillén-Hernández S",1,0,0
"Guimaraes KLA",1,0,0
"Guimaraes VHS",1,0,0
"Gutiérrez-Estrada JC",1,0,0
"Guzman LAB",1,0,0
"Guzmán HM",1,0,0
"Guzo S",1,0,0
"Gómez-Díaz JA",1,0,0
"Gómez-Sánchez DA",1,0,0
"Günal AÇ",1,0,0
"Güngör U",1,0,0
"Ha LTT",1,0,0
"Habiba U",1,0,0
"Hadebe K",1,0,0
"Hadipour M",1,0,0
"Haghani A",1,0,0
"Hakam O",1,0,0
"Hamidy A",1,0,0
"Han AR",1,0,0
"Han LQ",1,0,0
"Han XH",1,0,0
"Handoko U",1,0,0
"Hanif M",1,0,0
"Hansen CD",1,0,0
"Harada H",1,0,0
"Hazen E",1,0,0
"He B",1,0,0
"He HS",1,0,0
"He MT",1,0,0
"He YM",1,0,0
"He Z",2,0,0
"Hedges S",1,0,0
"Heidari H",1,0,0
"Hein GS",1,0,0
"Hekmat A",1,0,0
"Henderson AJ",1,0,0
"Henderson I",1,0,0
"Hernández-Camacho N",1,0,0
"Hernández-Ruiz J",1,0,0
"Hernández-Silva N",1,0,0
"Heterick B",1,0,0
"Hettinger EM",1,0,0
"Hidayat R",1,0,0
"Hiraga Y",1,0,0
"Hirano Y",1,0,0
"Hnialum M",1,0,0
"Home J",1,0,0
"Hong SB",1,0,0
"Hounslow JL",1,0,0
"Houston E",1,0,0
"Hu K",1,0,0
"Hu LZ",1,0,0
"Huang BB",1,0,0
"Huang JJ",1,0,0
"Huang JM",1,0,0
"Huang LH",1,0,0
"Hunter SB",1,0,0
"Huntly N",1,0,0
"Huo YQ",1,0,0
"Husodo T",1,0,0
"Hussain A",1,0,0
"Hussain M",2,0,0
"Huysentruyt F",1,0,0
"Iashin IV",1,0,0
"Ibarra-Polesel MG",1,0,0
"Ichihara Y",1,0,0
"Ijbari H",1,0,0
"Ikuta Q",1,0,0
"Inam M",1,0,0
"Iniguez JC",1,0,0
"Intawong K",1,0,0
"Iqbal T",1,0,0
"Isoda N",1,0,0
"Ito HC",1,0,0
"Iñiguez CI",1,0,0
"Jackson E",1,0,0
"Janko K",1,0,0
"Januar HI",1,0,0
"Jaskólska J",1,0,0
"Javid A",1,0,0
"Jena M",1,0,0
"Jeong H",1,0,0
"Jeong Y",1,0,0
"Ji GH",1,0,0
"Ji XD",1,0,0
"Jia LB",1,0,0
"Jia YR",1,0,0
"Jiang YH",1,0,0
"Jin BC",1,0,0
"Johansen K",1,0,0
"Johnston CJ",1,0,0
"Jokar P",1,0,0
"Jolly CJ",1,0,0
"Jones RW",1,0,0
"Jong-gap K",1,0,0
"Joseph S",1,0,0
"Joshi AP",1,0,0
"Judd S",1,0,0
"Jung B",1,0,0
"Junior JDV",1,0,0
"Kachhapur RM",1,0,0
"Kadariya R",1,0,0
"Kafaky S",1,0,0
"Kaholoa'a R",1,0,0
"Kakai RLG",1,0,0
"Kalaipandian S",1,0,0
"Kalle R",1,0,0
"Kalteh EA",1,0,0
"Kamer Aksoy Ö",1,0,0
"Kandel SR",1,0,0
"Kansiz B",1,0,0
"Karanth P",1,0,0
"Karatas A",1,0,0
"Karger F",1,0,0
"Karki J",1,0,0
"Karthikeyan K",1,0,0
"Kasai A",1,0,0
"Kato H",1,0,0
"Kaushal KK",1,0,0
"Kavadas S",1,0,0
"Kaya N",1,0,0
"Kayvanfar N",1,0,0
"Keim AP",1,0,0
"Kelsey EC",1,0,0
"Khadka B",1,0,0
"Khalid A",1,0,0
"Khalil S",1,0,0
"Khan MMSU",1,0,0
"Khan MT",1,0,0
"Khan RR",1,0,0
"Khati HS",1,0,0
"Khoshnamvand H",1,0,0
"Khosravi M",1,0,0
"Khrapov D",1,0,0
"Kilborn J",1,0,0
"Kim NY",1,0,0
"Kinley R",1,0,0
"Klain SC",1,0,0
"Klinger R",1,0,0
"Kniesz K",1,0,0
"Knight J",1,0,0
"Knott J",1,0,0
"Koay TM",1,0,0
"Koju NP",1,0,0
"Kondo NI",1,0,0
"Kong HH",1,0,0
"Kong YX",1,0,0
"Koohdar F",1,0,0
"Kostianoy AG",1,0,0
"Koutzoukis S",1,0,0
"Kouyaté AM",1,0,0
"Kpétikou GC",1,0,0
"Kremer FS",1,0,0
"Krüger RF",1,0,0
"Kubono T",1,0,0
"Kukwa M",1,0,0
"Kumar PR",1,0,0
"Kumar RS",1,0,0
"Kumar TS",1,0,0
"Kuppusamy S",1,0,0
"Kurniawan V",1,0,0
"Kusabs I",1,0,0
"Kutser T",1,0,0
"Lahu S",1,0,0
"Lai SG",1,0,0
"Lal M",1,0,0
"Lalmuanzuala B",1,0,0
"Lalruatfeli P",1,0,0
"Lamb EG",1,0,0
"Lambe JR",1,0,0
"Lampei C",1,0,0
"Lan XL",1,0,0
"Lathouwers M",1,0,0
"Latibari MH",1,0,0
"Laufer G",1,0,0
"Le MH",1,0,0
"Learned J",1,0,0
"Lee FN",1,0,0
"Lee GY",1,0,0
"Lee JG",1,0,0
"Lee SD",1,0,0
"Lee SE",1,0,0
"Lee SG",1,0,0
"Leiva JA",1,0,0
"Lemaire-Patin R",1,0,0
"Lentz B",1,0,0
"Levia DF",1,0,0
"León-Alvarado OD",1,0,0
"León-Espinoza M",1,0,0
"Li HJ",1,0,0
"Li JF",1,0,0
"Li LJ",2,0,0
"Liang CX",1,0,0
"Liang XQ",1,0,0
"Liang ZX",1,0,0
"Liao XL",1,0,0
"Liaquat M",2,0,0
"Lim DSE",1,0,0
"Lim JS",1,0,0
"Lima E",1,0,0
"Lima MSCS",1,0,0
"Lin E",1,0,0
"Lin PC",1,0,0
"Lin XG",1,0,0
"Lin ZX",1,0,0
"Linsk S",1,0,0
"Lintott P",1,0,0
"Liou RJ",1,0,0
"Lishawa S",1,0,0
"Liskova EA",1,0,0
"Lit IL",1,0,0
"Liu CD",1,0,0
"Liu CF",1,0,0
"Liu LW",1,0,0
"Liu SQ",1,0,0
"Llanos FC",1,0,0
"Long CY",1,0,0
"Loor-Buste AA",1,0,0
"Lopes MT",1,0,0
"Lopes R",1,0,0
"Lourdais O",1,0,0
"Lu ZK",1,0,0
"Ludueña-Almeida FF",1,0,0
"Lulekal E",1,0,0
"Luna-Cozar J",1,0,0
"Luo P",1,0,0
"Lv WJ",1,0,0
"López C",1,0,0
